dt,num_mentions
"2015-6-4","98"
"2012-2-21","32"
"2016-4-5","96"
"2010-4-23","12"
"2014-3-19","92"
"2012-2-3","37"
"2015-2-10","77"
"2010-5-29","8"
"2016-8-23","92"
"2017-1-28","55"
"2011-7-27","30"
"2018-4-13","109"
"2010-6-26","8"
"2009-9-10","12"
"2012-6-25","41"
"2009-7-26","6"
"2017-5-12","102"
"2009-7-13","9"
"2008-8-30","1"
"2019-1-11","101"
"2011-12-16","30"
"2019-1-24","130"
"2015-8-19","78"
"2009-2-5","3"
"2014-4-30","81"
"2015-2-2","74"
"2015-4-21","86"
"2019-3-24","76"
"2013-6-27","68"
"2017-3-19","87"
"2009-8-21","11"
"2011-5-1","26"
"2012-7-30","42"
"2018-10-26","100"
"2013-2-20","64"
"2019-7-26","139"
"2011-9-11","26"
"2013-5-3","51"
"2019-2-2","73"
"2008-11-28","3"
"2012-11-28","60"
"2012-6-6","39"
"2014-5-8","66"
"2018-9-2","76"
"2010-8-28","10"
"2014-11-14","60"
"2012-10-18","52"
"2015-11-14","54"
"2013-4-9","73"
"2011-6-15","23"
"2010-12-16","20"
"2010-7-26","16"
"2016-7-5","81"
"2011-6-5","15"
"2010-2-10","13"
"2009-3-7","4"
"2008-9-17","2"
"2015-3-3","74"
"2018-9-16","96"
"2014-3-27","84"
"2017-7-26","116"
"2009-10-4","6"
"2012-7-24","38"
"2009-12-1","17"
"2010-11-18","17"
"2016-3-14","110"
"2009-8-18","9"
"2012-3-17","29"
"2018-5-27","69"
"2018-9-22","78"
"2014-4-8","99"
"2016-7-6","94"
"2012-1-16","37"
"2009-6-16","6"
"2012-8-10","44"
"2016-6-27","84"
"2013-5-23","58"
"2018-3-31","66"
"2018-4-3","137"
"2014-2-1","48"
"2017-3-4","63"
"2009-8-3","8"
"2016-10-1","48"
"2010-9-18","8"
"2009-7-9","10"
"2018-11-10","79"
"2016-1-6","83"
"2010-11-12","13"
"2011-10-31","28"
"2016-3-11","107"
"2016-6-19","43"
"2010-12-28","13"
"2016-12-1","100"
"2009-1-10","1"
"2010-12-5","14"
"2010-10-23","20"
"2013-7-28","46"
"2017-11-3","119"
"2019-3-22","125"
"2019-5-3","93"
"2014-8-17","35"
"2011-3-13","14"
"2010-7-7","20"
"2019-1-15","104"
"2018-1-11","89"
"2018-10-6","81"
"2019-1-29","125"
"2009-12-10","8"
"2012-10-29","50"
"2013-10-22","66"
"2011-11-19","9"
"2013-3-2","33"
"2016-7-17","44"
"2013-5-4","27"
"2018-5-14","100"
"2015-3-22","47"
"2019-4-7","81"
"2016-11-20","74"
"2018-8-1","136"
"2010-9-24","18"
"2010-1-11","9"
"2011-12-4","24"
"2009-10-18","5"
"2019-3-26","123"
"2010-9-5","5"
"2012-7-3","50"
"2011-1-12","23"
"2009-11-23","8"
"2018-3-13","114"
"2016-2-5","83"
"2012-1-18","35"
"2008-9-13","2"
"2018-2-18","95"
"2009-6-22","7"
"2011-2-16","25"
"2016-3-18","89"
"2016-11-12","60"
"2018-10-7","92"
"2018-6-20","119"
"2017-7-9","68"
"2008-10-1","4"
"2009-5-18","5"
"2014-1-3","70"
"2017-7-20","161"
"2015-11-20","90"
"2017-12-25","39"
"2012-10-20","27"
"2015-5-4","74"
"2008-9-16","5"
"2014-6-25","68"
"2018-3-25","77"
"2015-7-12","53"
"2014-8-27","71"
"2016-12-11","62"
"2018-1-14","76"
"2016-1-22","81"
"2009-5-19","7"
"2015-9-12","55"
"2009-11-16","12"
"2011-1-31","15"
"2018-9-10","123"
"2014-4-25","79"
"2011-5-22","20"
"2008-8-25","1"
"2009-12-7","9"
"2018-4-18","115"
"2017-9-17","82"
"2014-8-2","29"
"2013-7-27","41"
"2016-8-16","99"
"2012-5-16","49"
"2010-11-11","23"
"2012-7-18","53"
"2012-7-15","32"
"2010-7-17","15"
"2017-9-2","60"
"2009-2-8","3"
"2017-6-26","108"
"2016-5-29","52"
"2019-5-19","63"
"2014-4-5","58"
"2014-1-28","67"
"2011-2-2","25"
"2010-3-28","9"
"2019-8-7","167"
"2015-1-11","47"
"2016-5-12","124"
"2016-7-21","83"
"2017-4-27","122"
"2015-7-23","82"
"2017-12-31","41"
"2019-7-5","104"
"2013-12-20","45"
"2014-10-4","43"
"2017-10-7","82"
"2014-2-27","84"
"2013-7-17","65"
"2016-7-30","51"
"2009-2-3","6"
"2017-8-20","62"
"2017-8-10","118"
"2011-1-5","21"
"2008-10-10","3"
"2016-1-4","75"
"2010-6-10","11"
"2017-6-25","64"
"2017-1-23","97"
"2015-2-22","58"
"2008-11-3","3"
"2019-3-1","131"
"2015-8-10","82"
"2018-12-11","143"
"2016-6-11","44"
"2016-6-26","50"
"2010-9-22","12"
"2010-5-19","14"
"2014-6-6","62"
"2016-3-2","99"
"2011-12-15","31"
"2017-1-2","66"
"2012-7-21","21"
"2019-3-18","160"
"2009-11-22","5"
"2013-10-4","62"
"2014-8-31","31"
"2013-11-14","76"
"2013-4-15","59"
"2010-8-1","9"
"2014-8-15","58"
"2013-10-17","63"
"2019-2-13","138"
"2012-8-6","35"
"2017-5-31","122"
"2014-12-25","28"
"2018-5-6","65"
"2012-9-14","48"
"2019-6-22","64"
"2016-8-20","51"
"2016-6-23","99"
"2008-11-25","2"
"2012-11-7","48"
"2009-3-4","2"
"2010-6-21","25"
"2014-6-8","47"
"2011-10-28","28"
"2010-12-4","12"
"2013-8-31","21"
"2014-3-8","49"
"2011-3-3","34"
"2016-4-17","60"
"2014-2-21","84"
"2018-12-4","148"
"2016-4-20","102"
"2015-8-8","39"
"2017-5-9","105"
"2008-10-9","5"
"2009-5-10","3"
"2010-10-16","12"
"2017-8-16","104"
"2019-5-4","64"
"2009-6-24","9"
"2018-8-31","112"
"2011-8-19","37"
"2014-4-11","62"
"2012-2-16","44"
"2017-11-5","66"
"2013-9-25","70"
"2014-9-2","56"
"2011-3-11","12"
"2017-5-23","111"
"2015-4-22","89"
"2014-3-13","96"
"2008-10-29","2"
"2013-1-9","63"
"2009-4-3","7"
"2015-7-1","79"
"2014-2-9","44"
"2010-4-28","13"
"2013-3-25","57"
"2013-5-6","47"
"2010-9-10","14"
"2009-2-24","5"
"2014-10-15","61"
"2013-11-26","69"
"2018-11-27","157"
"2018-1-8","97"
"2013-11-6","92"
"2016-11-18","84"
"2013-6-13","67"
"2013-8-29","69"
"2015-5-3","65"
"2018-4-10","117"
"2011-11-22","37"
"2013-4-20","40"
"2014-9-15","58"
"2015-3-31","93"
"2017-12-27","80"
"2011-10-18","22"
"2016-2-21","57"
"2016-2-16","110"
"2011-6-13","24"
"2018-2-28","126"
"2010-3-9","13"
"2011-8-27","12"
"2009-11-7","2"
"2012-6-13","53"
"2013-6-20","65"
"2014-12-18","69"
"2010-7-2","10"
"2019-6-24","127"
"2016-10-2","60"
"2014-12-26","44"
"2014-9-7","30"
"2010-3-12","17"
"2018-8-9","125"
"2010-12-10","25"
"2017-12-19","99"
"2017-3-29","116"
"2015-9-25","70"
"2015-3-2","106"
"2009-3-27","4"
"2012-6-23","19"
"2014-5-1","60"
"2010-1-7","18"
"2014-2-2","49"
"2013-12-6","61"
"2011-9-8","29"
"2009-7-29","6"
"2012-8-24","43"
"2012-9-6","39"
"2017-10-27","124"
"2010-7-16","24"
"2012-11-8","56"
"2019-8-5","142"
"2010-6-9","11"
"2019-1-3","116"
"2013-5-13","54"
"2011-5-23","29"
"2012-9-28","32"
"2016-2-19","102"
"2014-9-20","33"
"2010-9-16","22"
"2014-4-2","75"
"2013-9-15","43"
"2015-2-20","79"
"2014-7-1","66"
"2013-3-15","51"
"2009-8-23","5"
"2017-7-30","72"
"2016-8-10","101"
"2017-4-14","90"
"2016-12-9","87"
"2017-7-21","114"
"2010-6-16","18"
"2018-2-23","131"
"2017-10-11","120"
"2013-11-23","48"
"2012-7-2","49"
"2011-6-14","28"
"2010-6-30","15"
"2010-2-22","16"
"2016-9-30","93"
"2011-6-7","17"
"2015-9-16","76"
"2014-3-24","65"
"2011-2-19","16"
"2016-10-5","69"
"2018-4-11","132"
"2017-2-14","115"
"2015-12-12","56"
"2018-1-29","91"
"2010-9-30","15"
"2012-3-1","38"
"2017-6-19","117"
"2017-3-16","125"
"2013-1-1","16"
"2012-5-9","40"
"2016-9-1","80"
"2011-4-22","21"
"2009-3-2","4"
"2011-2-4","24"
"2010-5-27","15"
"2015-7-9","88"
"2011-1-28","19"
"2010-2-5","8"
"2017-9-4","92"
"2017-11-24","101"
"2015-9-28","70"
"2016-10-11","106"
"2009-4-30","5"
"2018-9-11","111"
"2013-5-1","47"
"2008-12-8","3"
"2016-8-15","79"
"2017-6-14","120"
"2014-5-2","57"
"2019-1-4","101"
"2019-4-14","77"
"2013-12-7","45"
"2012-10-8","39"
"2017-7-19","137"
"2018-4-28","51"
"2015-10-22","82"
"2010-8-5","23"
"2010-8-10","13"
"2016-6-14","97"
"2019-8-8","149"
"2015-2-7","43"
"2011-11-14","32"
"2012-2-8","30"
"2019-6-1","62"
"2012-7-16","47"
"2014-1-16","73"
"2019-5-20","115"
"2008-8-26","1"
"2009-7-28","5"
"2008-10-31","3"
"2015-10-25","36"
"2018-2-9","114"
"2010-11-25","15"
"2018-7-30","102"
"2015-7-28","92"
"2016-1-30","44"
"2018-8-11","56"
"2011-8-21","21"
"2016-4-26","106"
"2016-4-18","96"
"2017-2-20","93"
"2016-1-5","77"
"2012-6-9","22"
"2016-12-19","64"
"2015-10-31","55"
"2015-1-25","42"
"2016-8-6","39"
"2013-8-27","59"
"2013-2-3","36"
"2011-10-25","22"
"2015-8-25","78"
"2017-9-27","116"
"2010-2-24","9"
"2014-1-8","80"
"2017-12-8","99"
"2016-12-8","94"
"2014-1-10","77"
"2011-8-7","22"
"2009-4-9","1"
"2015-8-2","49"
"2017-9-10","71"
"2012-4-11","37"
"2009-5-23","2"
"2013-1-13","21"
"2010-6-17","11"
"2018-10-15","109"
"2011-12-26","16"
"2010-8-21","7"
"2015-8-1","39"
"2013-3-8","58"
"2017-11-10","119"
"2014-7-27","38"
"2017-11-27","112"
"2013-6-9","34"
"2013-12-30","58"
"2013-11-8","70"
"2015-5-17","46"
"2014-5-12","44"
"2010-3-25","11"
"2011-4-25","21"
"2011-9-26","27"
"2012-2-28","41"
"2009-1-26","6"
"2012-11-14","42"
"2008-10-24","2"
"2017-12-23","47"
"2016-12-16","85"
"2017-9-28","118"
"2015-12-13","64"
"2017-6-1","114"
"2011-1-29","11"
"2018-4-2","101"
"2018-8-2","132"
"2010-2-6","7"
"2012-10-7","21"
"2015-11-9","84"
"2011-7-11","28"
"2019-7-16","134"
"2012-2-6","22"
"2018-5-24","118"
"2013-8-9","56"
"2010-1-30","4"
"2012-9-16","25"
"2013-1-20","23"
"2018-12-17","118"
"2019-8-15","85"
"2014-6-13","66"
"2011-11-13","21"
"2009-10-8","6"
"2016-9-19","93"
"2014-5-24","29"
"2012-7-5","50"
"2014-10-21","77"
"2018-3-6","108"
"2011-12-5","34"
"2015-1-23","69"
"2010-10-8","18"
"2016-4-19","98"
"2012-6-8","35"
"2016-7-27","96"
"2008-12-4","3"
"2011-9-19","37"
"2011-12-31","13"
"2018-11-30","133"
"2012-9-19","49"
"2013-8-2","48"
"2008-12-7","2"
"2011-11-8","27"
"2013-8-13","53"
"2016-6-28","113"
"2015-5-31","49"
"2018-7-12","133"
"2015-12-25","38"
"2016-7-9","38"
"2015-2-19","89"
"2019-2-5","105"
"2011-11-18","23"
"2017-12-5","118"
"2010-1-24","4"
"2010-1-14","12"
"2013-4-4","69"
"2016-11-4","97"
"2013-2-28","61"
"2009-8-30","3"
"2013-3-18","62"
"2009-6-14","4"
"2017-11-26","61"
"2011-11-25","20"
"2012-3-12","32"
"2008-11-13","2"
"2015-6-27","39"
"2011-5-24","26"
"2011-7-3","15"
"2010-4-12","9"
"2014-2-11","63"
"2017-4-22","57"
"2009-10-1","5"
"2010-5-22","8"
"2013-11-25","68"
"2011-4-11","36"
"2017-2-6","100"
"2015-8-15","35"
"2018-5-7","119"
"2015-11-25","77"
"2016-2-10","79"
"2016-1-13","82"
"2012-5-8","31"
"2009-6-1","5"
"2012-5-11","39"
"2010-1-8","9"
"2015-1-17","33"
"2016-4-6","127"
"2012-6-1","42"
"2016-10-3","75"
"2018-9-4","112"
"2011-10-17","27"
"2011-3-22","20"
"2016-3-4","97"
"2009-3-28","3"
"2009-7-23","5"
"2019-7-21","86"
"2009-10-29","5"
"2011-7-24","14"
"2019-6-11","133"
"2010-3-11","13"
"2018-8-8","132"
"2011-9-16","29"
"2016-3-24","93"
"2011-9-1","23"
"2013-11-7","75"
"2011-6-26","18"
"2017-10-26","125"
"2017-5-4","88"
"2014-1-18","52"
"2010-12-13","21"
"2014-8-16","27"
"2015-9-13","50"
"2018-9-13","116"
"2018-9-23","88"
"2011-8-29","25"
"2015-12-29","75"
"2016-1-11","90"
"2016-4-28","87"
"2015-11-8","58"
"2011-3-14","23"
"2011-12-13","38"
"2016-12-17","51"
"2017-7-4","110"
"2018-1-20","64"
"2009-9-27","7"
"2014-4-3","103"
"2012-9-1","30"
"2018-8-21","116"
"2018-6-9","73"
"2009-3-6","2"
"2009-2-19","3"
"2009-9-12","9"
"2010-12-2","16"
"2019-2-27","177"
"2015-3-16","80"
"2014-3-11","78"
"2012-4-4","24"
"2010-6-12","3"
"2018-11-14","129"
"2012-12-25","20"
"2016-12-5","94"
"2017-1-8","61"
"2009-6-18","7"
"2016-3-15","96"
"2019-5-6","127"
"2017-11-7","128"
"2019-5-25","69"
"2019-8-4","72"
"2009-6-15","7"
"2015-7-26","38"
"2015-2-3","57"
"2016-7-19","101"
"2016-4-24","55"
"2016-3-23","98"
"2012-11-22","63"
"2017-12-17","67"
"2010-5-9","1"
"2017-5-28","66"
"2017-4-24","113"
"2015-10-29","100"
"2013-8-11","38"
"2009-8-31","7"
"2019-2-18","131"
"2017-1-26","89"
"2014-10-27","55"
"2018-2-4","80"
"2014-6-28","31"
"2009-12-16","15"
"2011-6-29","27"
"2011-5-12","28"
"2017-4-3","104"
"2012-10-31","44"
"2012-4-14","28"
"2011-1-22","14"
"2011-7-29","21"
"2010-7-25","3"
"2018-1-6","54"
"2017-5-1","83"
"2009-7-15","4"
"2010-3-14","10"
"2015-1-18","49"
"2016-9-21","81"
"2019-6-4","127"
"2009-5-9","2"
"2010-6-8","11"
"2010-2-18","15"
"2008-10-4","1"
"2012-10-13","28"
"2012-1-13","30"
"2014-2-13","76"
"2019-1-30","136"
"2012-12-27","38"
"2013-1-18","38"
"2011-2-23","31"
"2018-11-9","116"
"2009-11-17","12"
"2016-7-11","90"
"2010-3-6","11"
"2009-2-13","2"
"2018-2-5","105"
"2012-5-5","27"
"2016-2-27","52"
"2017-8-14","115"
"2015-6-18","75"
"2011-1-14","24"
"2008-10-20","2"
"2009-8-7","7"
"2014-6-12","63"
"2017-7-12","134"
"2015-6-20","47"
"2014-11-25","79"
"2018-10-28","55"
"2016-3-8","112"
"2014-10-31","58"
"2018-7-4","126"
"2014-10-16","77"
"2014-1-4","38"
"2015-8-6","79"
"2010-11-3","31"
"2010-12-1","27"
"2016-10-17","90"
"2010-10-27","28"
"2014-11-28","69"
"2011-11-21","24"
"2014-5-18","40"
"2017-9-15","102"
"2018-8-23","96"
"2018-11-28","130"
"2019-6-2","73"
"2015-5-6","71"
"2016-10-29","56"
"2016-12-7","124"
"2016-2-2","114"
"2015-5-9","43"
"2011-10-4","17"
"2013-11-21","72"
"2016-12-30","65"
"2011-12-17","18"
"2012-9-9","21"
"2010-5-30","8"
"2011-7-4","24"
"2011-1-3","26"
"2014-8-22","51"
"2016-8-28","39"
"2015-2-28","42"
"2009-2-6","3"
"2009-10-27","16"
"2015-11-17","101"
"2011-11-15","22"
"2010-7-5","13"
"2018-6-4","101"
"2018-2-11","81"
"2016-11-7","72"
"2017-4-29","48"
"2015-3-26","94"
"2009-8-13","7"
"2019-1-14","94"
"2009-2-27","5"
"2016-11-8","112"
"2010-10-22","14"
"2009-11-13","8"
"2017-3-8","134"
"2010-6-20","13"
"2010-9-28","17"
"2012-9-18","39"
"2018-5-2","131"
"2014-10-11","44"
"2014-1-2","54"
"2017-8-21","94"
"2010-5-16","10"
"2017-11-29","115"
"2019-2-1","111"
"2018-4-27","95"
"2015-10-3","41"
"2009-12-24","10"
"2017-1-5","94"
"2018-4-15","71"
"2008-12-1","1"
"2016-12-14","100"
"2010-1-4","8"
"2016-10-30","48"
"2016-7-23","53"
"2016-4-3","76"
"2014-12-27","34"
"2017-9-25","109"
"2018-9-9","64"
"2017-9-11","119"
"2019-8-10","54"
"2017-5-25","117"
"2012-11-21","45"
"2012-11-17","30"
"2008-9-21","3"
"2010-10-29","14"
"2018-8-26","63"
"2013-9-20","52"
"2019-7-12","126"
"2012-8-28","52"
"2010-8-22","6"
"2017-12-16","63"
"2019-8-11","72"
"2016-1-14","89"
"2014-8-13","64"
"2013-4-22","63"
"2013-6-5","59"
"2017-7-7","130"
"2017-10-25","122"
"2012-2-17","27"
"2010-7-3","6"
"2012-9-23","25"
"2014-2-18","80"
"2009-10-13","9"
"2011-4-14","29"
"2010-4-2","9"
"2018-9-25","154"
"2013-5-11","31"
"2011-4-29","29"
"2009-3-26","5"
"2010-11-21","10"
"2017-1-31","110"
"2014-1-13","60"
"2017-2-25","74"
"2018-6-15","112"
"2012-8-13","48"
"2014-11-1","29"
"2009-6-6","5"
"2010-9-12","16"
"2010-8-26","19"
"2017-8-24","129"
"2016-6-9","99"
"2008-10-7","4"
"2011-4-1","26"
"2014-4-17","71"
"2014-11-16","42"
"2016-10-16","65"
"2017-4-10","98"
"2016-12-29","72"
"2017-2-11","70"
"2015-6-30","89"
"2015-4-20","88"
"2019-3-10","101"
"2014-1-27","72"
"2015-7-3","51"
"2010-10-11","13"
"2010-12-29","13"
"2017-8-13","41"
"2009-1-15","6"
"2012-5-1","28"
"2009-10-3","5"
"2012-6-19","51"
"2013-8-14","63"
"2017-12-13","105"
"2012-8-3","45"
"2017-5-15","120"
"2009-4-17","9"
"2017-7-5","118"
"2019-1-1","48"
"2012-5-18","46"
"2010-3-8","14"
"2018-12-24","71"
"2015-8-23","35"
"2009-11-10","11"
"2009-7-17","9"
"2013-1-28","57"
"2015-9-15","79"
"2011-8-4","33"
"2015-5-14","86"
"2018-7-10","115"
"2011-8-10","46"
"2012-3-13","34"
"2016-12-2","74"
"2009-11-14","8"
"2017-1-1","43"
"2013-5-28","49"
"2017-5-18","116"
"2013-11-17","44"
"2017-1-17","98"
"2011-12-20","21"
"2015-9-8","77"
"2014-7-21","69"
"2013-6-23","21"
"2015-12-16","77"
"2013-4-30","55"
"2015-11-26","84"
"2017-2-13","102"
"2016-4-9","67"
"2014-8-9","40"
"2017-2-27","120"
"2008-12-15","1"
"2019-1-13","80"
"2016-3-5","69"
"2012-6-3","25"
"2013-3-20","66"
"2014-6-15","30"
"2016-6-16","104"
"2018-4-29","74"
"2011-10-7","25"
"2011-7-9","21"
"2011-1-19","29"
"2019-7-15","121"
"2014-10-1","64"
"2019-4-15","147"
"2012-4-19","42"
"2016-7-16","44"
"2012-12-6","45"
"2019-1-27","75"
"2010-7-14","22"
"2016-3-10","126"
"2018-5-31","111"
"2017-11-2","121"
"2016-8-2","72"
"2016-4-27","93"
"2014-1-17","61"
"2018-5-15","117"
"2016-1-12","85"
"2015-4-25","33"
"2014-12-8","50"
"2013-2-2","34"
"2012-5-19","24"
"2014-4-20","41"
"2016-1-2","44"
"2011-8-31","29"
"2016-5-20","86"
"2015-2-8","53"
"2017-2-8","105"
"2011-10-2","22"
"2018-8-20","110"
"2012-9-29","20"
"2010-7-27","16"
"2015-12-30","59"
"2011-10-26","32"
"2011-5-19","26"
"2013-10-21","62"
"2016-11-23","106"
"2015-4-13","72"
"2016-3-12","55"
"2016-3-3","113"
"2013-3-26","44"
"2017-11-8","120"
"2013-12-1","34"
"2011-12-2","22"
"2017-10-21","73"
"2013-4-23","68"
"2011-2-26","12"
"2009-9-29","6"
"2017-5-30","106"
"2013-4-2","65"
"2015-2-6","66"
"2015-10-6","89"
"2018-6-22","86"
"2012-7-27","37"
"2018-8-29","142"
"2013-11-12","79"
"2018-10-23","133"
"2013-8-20","50"
"2009-7-12","6"
"2011-5-11","29"
"2013-4-6","46"
"2018-1-3","105"
"2009-5-2","3"
"2012-1-7","23"
"2010-1-31","15"
"2019-8-16","99"
"2010-10-1","23"
"2018-7-26","121"
"2015-6-13","39"
"2014-12-5","77"
"2014-7-31","66"
"2019-4-25","137"
"2017-9-18","80"
"2011-9-24","16"
"2011-8-20","9"
"2018-3-4","73"
"2016-8-25","74"
"2013-11-20","71"
"2015-11-28","51"
"2012-5-30","41"
"2013-10-11","62"
"2013-2-11","47"
"2013-5-20","50"
"2009-6-9","9"
"2012-12-16","23"
"2010-4-18","9"
"2012-11-12","33"
"2009-7-2","13"
"2015-1-2","42"
"2011-5-5","17"
"2009-10-22","5"
"2012-3-15","35"
"2012-6-18","39"
"2014-8-1","57"
"2014-9-21","41"
"2019-7-29","130"
"2012-1-21","20"
"2017-9-21","126"
"2010-3-18","11"
"2012-3-6","22"
"2018-6-18","126"
"2013-3-28","61"
"2013-3-6","60"
"2017-2-5","58"
"2019-2-21","165"
"2013-5-8","57"
"2015-4-26","52"
"2016-5-24","103"
"2012-7-22","19"
"2019-3-2","76"
"2011-11-1","27"
"2016-10-7","77"
"2019-3-17","105"
"2010-1-22","7"
"2018-12-9","75"
"2013-3-21","62"
"2018-4-7","68"
"2017-4-17","93"
"2015-2-14","44"
"2018-5-21","91"
"2015-1-21","82"
"2017-6-5","85"
"2018-8-5","73"
"2014-7-6","40"
"2017-9-12","105"
"2017-6-30","108"
"2011-5-30","28"
"2010-6-25","12"
"2017-5-13","67"
"2014-6-10","65"
"2012-10-4","48"
"2011-5-25","37"
"2014-8-6","80"
"2011-3-1","29"
"2016-8-22","84"
"2010-2-26","7"
"2016-6-10","82"
"2011-3-17","31"
"2012-1-9","25"
"2011-5-20","20"
"2014-11-6","79"
"2018-3-9","103"
"2009-7-8","6"
"2009-1-21","2"
"2014-5-28","83"
"2013-10-8","71"
"2015-12-19","35"
"2014-1-24","71"
"2019-2-15","108"
"2012-4-28","36"
"2011-2-6","6"
"2019-4-30","116"
"2018-3-21","134"
"2011-7-22","25"
"2014-8-3","42"
"2014-9-6","30"
"2015-10-21","88"
"2014-8-19","58"
"2018-10-4","115"
"2017-11-13","107"
"2017-9-6","113"
"2011-10-27","35"
"2018-9-28","106"
"2012-6-5","41"
"2018-9-1","68"
"2012-11-9","49"
"2010-12-27","13"
"2013-8-17","24"
"2011-1-24","21"
"2013-12-12","66"
"2011-12-8","35"
"2012-5-28","40"
"2018-9-15","70"
"2013-5-5","29"
"2014-9-18","67"
"2011-7-15","37"
"2008-10-16","4"
"2017-2-21","105"
"2019-4-10","145"
"2013-11-27","75"
"2011-9-10","21"
"2013-5-16","75"
"2012-8-21","42"
"2012-9-2","29"
"2017-1-21","47"
"2010-4-21","15"
"2013-2-14","42"
"2019-5-7","126"
"2013-1-10","48"
"2018-2-15","109"
"2019-7-18","144"
"2009-3-9","7"
"2016-3-30","106"
"2010-10-12","21"
"2015-8-11","91"
"2019-3-12","167"
"2015-4-9","74"
"2010-8-18","21"
"2019-6-13","137"
"2015-10-9","86"
"2018-1-25","123"
"2016-4-12","99"
"2011-6-28","33"
"2018-6-23","55"
"2016-2-15","91"
"2011-10-30","16"
"2018-11-3","87"
"2010-3-22","16"
"2014-4-23","67"
"2013-9-3","52"
"2018-5-9","99"
"2014-4-22","79"
"2016-4-4","94"
"2010-1-16","3"
"2018-1-13","66"
"2014-3-18","82"
"2010-8-3","30"
"2018-7-16","110"
"2019-4-13","70"
"2010-9-20","12"
"2010-4-7","8"
"2008-12-11","6"
"2015-7-11","47"
"2019-8-21","153"
"2018-9-29","73"
"2013-8-5","54"
"2009-1-7","4"
"2015-8-13","83"
"2014-1-14","78"
"2013-4-16","65"
"2012-11-19","49"
"2018-3-26","88"
"2017-5-2","115"
"2012-7-12","48"
"2016-8-31","90"
"2015-10-14","99"
"2016-9-12","71"
"2016-6-3","96"
"2010-7-13","31"
"2009-10-20","7"
"2011-3-5","23"
"2015-12-9","94"
"2018-8-15","124"
"2018-12-18","130"
"2015-5-1","61"
"2015-12-27","32"
"2013-12-24","45"
"2013-7-7","40"
"2014-4-6","66"
"2019-2-28","137"
"2013-9-19","53"
"2012-2-14","38"
"2013-3-11","62"
"2016-12-12","85"
"2019-6-27","137"
"2012-8-4","17"
"2019-7-28","72"
"2013-11-2","43"
"2018-7-23","123"
"2016-8-11","89"
"2018-10-1","112"
"2014-7-14","57"
"2014-6-18","65"
"2009-9-2","6"
"2011-12-19","19"
"2010-1-29","19"
"2016-7-4","74"
"2015-1-26","53"
"2013-7-12","63"
"2016-12-24","47"
"2015-8-5","95"
"2013-10-12","37"
"2014-4-1","79"
"2013-9-27","51"
"2017-7-31","109"
"2015-5-18","68"
"2019-1-19","79"
"2017-6-10","65"
"2008-9-19","4"
"2009-8-8","3"
"2013-6-16","27"
"2017-7-18","139"
"2018-7-20","94"
"2013-8-26","54"
"2015-12-28","63"
"2016-7-26","95"
"2019-4-9","137"
"2019-5-17","109"
"2009-10-17","4"
"2011-3-28","29"
"2014-12-17","69"
"2009-12-31","4"
"2017-11-17","96"
"2009-9-28","8"
"2011-8-13","20"
"2013-12-27","53"
"2017-3-30","128"
"2018-2-12","150"
"2016-2-22","100"
"2010-1-12","13"
"2013-3-3","27"
"2016-8-9","88"
"2018-5-16","137"
"2014-5-30","68"
"2012-3-21","45"
"2011-2-21","22"
"2009-2-26","4"
"2010-2-15","9"
"2019-7-31","160"
"2019-8-24","81"
"2012-4-2","33"
"2013-10-2","65"
"2012-7-31","49"
"2012-2-24","30"
"2019-3-21","160"
"2016-7-3","45"
"2017-12-12","130"
"2014-12-24","48"
"2018-11-6","128"
"2017-12-30","58"
"2019-1-20","69"
"2010-5-6","12"
"2009-11-21","9"
"2014-2-12","79"
"2018-7-28","60"
"2014-11-20","85"
"2013-12-19","61"
"2017-4-11","129"
"2014-11-4","69"
"2016-2-28","68"
"2016-6-20","77"
"2013-2-16","35"
"2011-11-6","11"
"2011-12-10","23"
"2012-9-22","20"
"2009-4-20","3"
"2008-8-20","1"
"2009-2-16","6"
"2014-4-19","55"
"2015-12-6","59"
"2009-5-26","7"
"2019-4-2","146"
"2009-12-2","15"
"2010-1-17","6"
"2014-10-24","41"
"2009-4-10","1"
"2013-4-17","70"
"2009-10-11","6"
"2019-7-30","147"
"2015-7-14","90"
"2011-1-17","26"
"2010-6-3","14"
"2017-7-28","115"
"2017-4-30","60"
"2018-5-23","128"
"2017-12-24","54"
"2015-10-11","50"
"2010-4-26","16"
"2016-11-10","101"
"2019-7-23","150"
"2013-3-10","43"
"2012-1-10","21"
"2008-9-3","1"
"2011-7-12","36"
"2017-10-28","84"
"2017-8-27","57"
"2013-6-19","61"
"2017-12-1","109"
"2010-3-1","11"
"2017-5-10","128"
"2014-2-26","89"
"2012-12-2","33"
"2011-2-1","25"
"2016-2-18","106"
"2015-12-11","76"
"2016-1-29","76"
"2017-1-14","59"
"2019-5-26","50"
"2019-6-14","111"
"2017-4-13","94"
"2015-6-21","43"
"2012-11-24","30"
"2009-8-20","8"
"2010-2-12","10"
"2010-6-23","8"
"2017-3-21","107"
"2014-11-11","66"
"2009-3-17","3"
"2012-7-8","14"
"2015-6-2","81"
"2016-2-20","65"
"2011-9-30","23"
"2017-6-7","109"
"2019-2-25","174"
"2008-8-28","1"
"2018-8-12","43"
"2015-6-7","40"
"2014-9-16","61"
"2013-8-28","48"
"2012-11-5","49"
"2012-2-20","33"
"2018-8-13","94"
"2010-10-26","27"
